"","Reference","Left","KWIC","Right"
"264","PA1960,2018-10-11,Leroy, Maurice","de votants 64 Nombre de suffrages exprimés 64 Majorité absolue 33 Pour l'' adoption 63 Contre 1 Plusieurs orateurs","sont inscrits","sur l'' article. La parole est à M. Hervé Saulignac . Nous avons d'' ores et déjà amplement évoqué la matière. Madame la"
"265","PA720644,2020-06-08,Nury, Jérôme",". Très bien ! Je vous en prie, revoyez ces critères afin que les personnels qui se sont réellement mobilisés","soient reconnus dans la mission qu","'' ils ont menée avec courage et professionnalisme ! La parole est à M. le secrétaire d'' État . Je sais que vous avez été très"
"266","PA607846,2020-07-21,Darmanin, Gérald","ne possédant pas de permis de port d'' arme, la faire sanctionner. Je ne suis donc pas certain que votre amendement puisse","être accepté","– j'' en fais, cette fois - ci, une question de principe. La parole est à M. Éric Pauget . L'' amendement n° 28 vise à créer une"
"267","PA643205,2019-02-12,Lang, Anne-Christine","à participer aux sorties scolaires repose sur les chefs d'' établissement et que ceux-ci devraient certainement","être plus aidés",", plus épaulés pour prendre leur décision. Mais autant il faut faire preuve d'' une très grande rigueur au sein du service"
"268","PA703535,2020-01-28,Lemoyne, Jean-Baptiste","en novembre 2019 pour un examen de mi-parcours, a conclu à la reconduction du financement de l'' IDEX . Cette décision a","été prise","à l'' unanimité du jury tant les garanties apportées par les établissements porteurs du projet ont été convaincantes. L"
"269","PA1592,2018-07-17,Habib, David","dans cette assemblée, nous l'' avons fait devant les électeurs, ils nous ont apporté leur soutien : nous exigeons d''","être respectés","! La parole est à M. Sébastien Chenu , pour un rappel au règlement. Nous entendons, et cela veut dire que les masques"
"270","PA720622,2018-03-22,Bureau-Bonnard, Carole","110. Il est retiré. La parole est à M. Alain Ramadier , pour soutenir l'' amendement n° 111. Il est défendu. Deux orateurs","sont inscrits","sur l'' article. La parole est à M. Fabien Gouttefarde . L'' article 32 fait entrer le contentieux des pensions militaires"
"271","PA345619,2020-02-04,Philippe, Édouard","de transition, les Français qui exerceraient le même métier et qui continueraient à être soumis au même régime ne","soient pas traités","différemment, notamment au regard du principe d'' égalité – et la question que vous posez a beaucoup à voir avec l''"
"272","PA720278,2019-09-11,Orphelin, Matthieu","par rapport à la première lecture, afin d'' arriver à cette régulation en dix ans. La deuxième proposition, qui pourra","être traitée","dans le projet de loi de finances, et à propos de laquelle nous avons échangé avec Mme Élisabeth Borne en commission,"
"273","PA719302,2019-02-01,Thourot, Alice",": les peines encourues sont déjà aggravées à cinq ans d'' emprisonnement et 75 000 euros d'' amende lorsque le vol","est "" précédé",", accompagné ou suivi d'' un acte de destruction, dégradation ou détérioration "", lorsqu'' il est commis par plusieurs"
"274","PA429893,2018-07-18,Carvounas, Luc","le précédent quinquennat, une mission de préfiguration, composée de 131 maires, avait remis un rapport qui avait","été intégralement suivi","par le Sénat , chambre des collectivités territoriales. Alors que les 131 maires avaient voté à 96 % les préconisations"
"275","PA719890,2018-04-11,Brulebois, Danielle","vois donc pas pourquoi le Gouvernement s'' immiscerait dans le choix des régions. L'' État est aux côtés des régions, il s''","est engagé","à les soutenir et à les aider à maintenir ces lignes vitales pour notre territoire. C '' est ce qui s'' appelle refiler la"
"276","PA605131,2018-05-24,Castaner, Christophe","temps programmé de 50 heures pour la loi ÉLAN. Depuis, M. Jacob a demandé un temps programmé de 50 heures pour le texte qui","est examiné","aujourd''hui. Ce n'' est pas le Gouvernement qui l'' a imposé au Parlement . Quand on veut faire au Gouvernement le procès de"
"277","PA2960,2020-07-02,Woerth, Éric","outils. Reste qu'' on ne peut diffuser de manière aléatoire n'' importe quelle aide dans les régions : celles-ci doivent","être aidées","par un fonds national, qui soutiendra leurs initiatives et leur permettra de prendre la main comme elles le font déjà au"
"278","PA342601,2020-06-05,Brindeau, Pascal",", entre les conseils complets depuis le 15 mars et ceux qui ne le seront qu'' à l'' issue du second tour. L'' exécutif doit","être élu","à titre provisoire : une fois que les EPCI qui n'' étaient pas complets au 15 mars le seront devenus, il faudra une nouvelle"
"279","PA721896,2019-01-17,Faucillon, Elsa","à des poursuites devant le tribunal correctionnel. Dans quel cas de telles poursuites seront - elles engagées ? Quels","seront les critères pris","en compte ? Vous n'' évoquez pas non plus les effets inégalitaires d'' une telle mesure, alors même que le ciblage des"
"280",",2020-02-13,","de loi relatif au grand âge. Quand ? Dès l'' été 2020, ... Ce n'' est pas vrai ! ... comme la ministre et le Premier ministre s'' y","sont engagés",". Je mets aux voix l'' article 1 er. Voici le résultat du scrutin : Nombre de votants 69 Nombre de suffrages exprimés 59"
"281","PA746,2018-10-31,Carrez, Gilles","prélevant en particulier sur les crédits de l'' action relative aux monuments historiques. Une initiative heureuse a","été prise","en 2016, qui a consisté à rattacher la redevance d'' archéologie préventive au budget de l'' État et à faire fonctionner l''"
"282","PA718674,2019-02-18,Givernet, Olga","même que l'' accompagnement de nos filières les plus fragiles, sont pour nous des éléments incontournables qui devront","être pris","en considération dans les négociations actuelles et futures de l'' Union européenne . C '' est tout le sens de cette"
"283","PA718926,2018-06-11,Dharréville, Pierre","travail que vous nous vantez, à moins que nous n'' ayons pas la même conception de l'' émancipation ... C '' est possible ! Il","est inscrit","dans le Préambule de la Constitution du 27 octobre 1946 que "" La nation assure à l'' individu et à la famille les conditions"
"284","PA345619,2020-03-21,Philippe, Édouard","ordonnances. Dès à présent, un travail colossal a été engagé pour faire en sorte que les plus urgentes – une vingtaine –","soient examinées","en Conseil des ministres dès la semaine prochaine. Un tel délai est très ambitieux et très exigeant. L'' efficacité de ce"
"285","PA643089,2018-07-26,Thiériot, Jean-Louis","- vous l'' amendement n° 267 ? Oui. Je partage la préoccupation de Mme Elimas : c'' est une urgence. Nous ne savons pas quand","sera inscrit","à l'' ordre du jour le projet de loi d'' orientation sur les mobilités. Or la mesure en question coûte 43 millions d'' euros à"
"286","PA721678,2018-05-30,Reda, Robin","financière des occupants du logement social en cours de bail. Néanmoins, nous aurions aimé que des mesures plus fermes","soient prises","pour que lorsque les locataires ont des ressources qui dépassent les plafonds de loyers, ils quittent leur logement"
"287","PA605069,2017-12-06,Bricout, Jean-Louis","piliers essentiels de sa politique. La parole est à M. Jean-Louis Bricout . En politique, certaines décisions doivent","être prises","dans l'' urgence et d'' autres demandent un peu plus de temps et de visibilité. L'' urgence aujourd''hui est certes de"
"288","PA721678,2018-07-04,Reda, Robin","troubles de l'' ordre public, le taux de récidive témoigne du sentiment d'' impunité : un certain nombre de délits ne","sont pas suffisamment sanctionnés","par la puissance publique. Si nous voulons envoyer un message fort à l'' opinion publique et aux délinquants potentiels"
"289","PA717153,2018-10-10,Buzyn, Agnès","revenu net de ceux qui travaillent. C '' est seulement la prise en compte de l'' inflation ! En 2019, 2020 et 2021, l'' effort","sera poursuivi et ciblé","sur les niveaux de salaire autour du SMIC. La parole est à Mme Nathalie Elimas , pour le groupe du Mouvement démocrate et"
"290","PA607846,2018-12-18,Darmanin, Gérald",""" pour faire croire que ce que fait le Gouvernement ne correspond pas à la promesse du Président . Non seulement celle-ci","est respectée",", mais nous allons au-delà. Les gens qui sont au SMIC verront - ils demain leurs revenus augmenter de 100 euros ? Pas"
"291","PA719994,2019-05-16,Kamowski, Catherine","système judiciaire, madame Vichnievsky –, de protection des agents. Elles garantissent que les lignes directrices","seront respectées et reconnues","en cas de décisions qui affectent négativement la carrière des agents. Cette protection doit, en effet, être"
"292","PA267785,2018-02-13,Larrivé, Guillaume","madame la ministre, cela n'' a absolument aucun sens. Je n'' ai pas dit cela ! L'' assemblée générale du Conseil d'' État ne s'' y","est pas trompée",", qui a fait litière de cette mauvaise rédaction en proposant de la disjoindre au motif qu'' elle était dépourvue de"
"293","PA330240,2019-02-12,Ciotti, Éric","comme de tous les agents du service public, a bien sûr valeur constitutionnelle. Pour les élèves, la question a","été traitée","par cette grande loi, avancée majeure et essentielle pour notre République . Reste la situation intermédiaire des"
"294","PA607553,2018-05-22,Potier, Dominique","'' autre part. Je suis persuadé qu'' une part de notre société est prête à acheter des produits en sachant que chaque acteur","est payé","dignement, dans une logique de commerce équitable. Pour le volet environnemental et sanitaire, il nous faut utiliser"
"295","PA721202,2020-06-30,Coquerel, Éric","de la ville, une fresque, une création artistique, qui rendait hommage à George Floyd et Adama Traoré , au prétexte qu'' y","étaient inscrits","les mots de "" violences policières "" et que cela déplaisait à quelques policiers. Aujourd''hui encore, en réponse à la"
"296","PA720046,2018-01-17,Dufeu, Audrey","son budget pour l'' année en cours, ce qui requiert un management périlleux au service de femmes et d'' hommes qui","sont des soignants engagés","et dévoués aux patients que nous sommes tous appelés à être un jour. Notre société évolue. En particulier, le"
"297","PA330240,2018-01-23,Ciotti, Éric",". Sur ces deux dossiers concrets, pragmatiques et utiles, nous attendons une réponse du Gouvernement . Ces projets","seront - ils bien inscrits","au plan d'' investissement autoroutier ? Ils sont attendus par 70 000 salariés et par les visiteurs d'' un département qui"
"298","PA720092,2018-06-08,Ramos, Richard","! Il ne manque pas de culot ! La parole est à M. Richard Ramos . Jusqu'' à présent, tous les groupes ont joué le jeu et nous nous","sommes tous respectés",". Puisqu'' il a été décidé d'' examiner le texte jusqu'' à son terme, il faut trouver une solution pour le faire dans de bonnes"
