"","Reference","Left","KWIC","Right"
"454","PA588884,2018-08-01,Autain, Clémentine","d'' un étranger, voir ses bagages fouillés et devra alors obligatoirement laisser prendre ses empreintes digitales","et être photographié",". S '' il refuse, il peut faire l'' objet de poursuites pénales et devoir acquitter 3 750 euros d'' amende. Autre effet"
"455","PA719608,2019-03-18,Ménard, Emmanuelle","plus aux besoins des Français , qui réclament tout simplement proximité et qualité. Sur la forme, votre projet de","loi est examiné","après engagement de la procédure accélérée, car, selon vous, il y a urgence. C '' est vrai, mais alors pourquoi avoir"
"456","PA1695,2018-07-21,Jacob, Christian","! Tous les prétextes sont bons ! Le poisson pourrit par la tête, dit l'' adage. Aujourd''hui, nous voyons que la tête de l''","État est attaquée","! Le ministre de l'' intérieur ment devant le Sénat : ce n'' est pas rien. Et vous ne pouvez pas dire le contraire ! Le"
"457","PA906,2018-04-21,Collomb, Gérard","dont vous parlez commettent quelque exaction que ce soit contre des personnes qui tenteraient de venir en France ,","ils seront arrêtés et poursuivis",". Nous le faisons ici, nous le faisons là, et nous essayons d'' agir avec discernement. Vous avez vu ce qui s'' est passé à"
"458","PA608695,2020-07-21,Untermaier, Cécile","de sécurité vitales pour notre pays ébranlé, meurtri par le drame terroriste du 13 novembre 2015. Cet état d'' exception","a été renouvelé à six reprises jusqu","'' à l'' engagement du président Macron d'' y mettre fin, ce qui a conduit à sa levée le 1er novembre 2017. Nous sommes sortis"
"459",",2018-05-09,","législatives et réglementaires portant sur les compétences, mais sous réserve du respect de deux conditions,","qui seront inscrites","dans le projet que je vous proposerai : respecter l'' égalité entre les personnes ; assurer la garantie des droits et des"
"460","PA332614,2018-10-22,Juanico, Régis","d'' euros au lieu de 70. Ce n'' est pas possible ! Dernier problème, le reste à payer du CNDS . Monsieur le ministre , vous","avez été élu","local et suivez toujours de près l'' actualité de votre région. Le CNDS finance des opérations pluriannuelles. Le"
"461","PA608172,2017-11-15,Pires Beaune, Christine","! Je suis plutôt favorable à votre amendement, car la révision du montant de l'' attribution de compensation n","'' est pas forcément engagée","au cours de l'' année ou des mois qui suivent la fusion. Il est donc plutôt intelligent de prévoir un délai un peu plus long"
"462","PA719558,2017-07-27,Balanant, Erwan","territoire a une aire géographique : quand on est élu aux élections départementales, on habite le département ; quand","on est élu","aux élections régionales, on habite la région ; et quand on est élu aux élections législatives, on habite en France ,"
"463","PA720210,2017-10-03,Beauvais, Valérie",", une tonne de pétrole produite localement émettant trois fois moins de COqu'' une tonne importée. Dès lors – et cela","a été rappelé","–, en se privant de la production nationale, la France favorisera plus encore l'' importation de pétrole étranger, dont"
"464","PA607090,2018-05-22,Vigier, Jean-Pierre","devant la mise en œuvre du CETA , les agriculteurs et les éleveurs français subiront un net désavantage concurrentiel.","Ils seront progressivement laminés",". Monsieur le ministre , vous avez l'' occasion de rendre hommage à nos agriculteurs, à nos éleveurs, à nos viticulteurs,"
"465","PA721872,2019-12-19,Poirson, Brune","la transition écologique et solidaire devraient consacrer leur temps, leur énergie, leurs compétences alors qu'' ils","vont être absolument débordés","quand il faudra appliquer cette loi. Nous sommes entre nous, parlons franchement : au ministère, ouvrez un placard, et"
"466","PA267306,2017-07-12,Chassaigne, André","frères, de sœurs, de cousins, de cousines, de parents peut-être, qui se sont trouvés un jour confrontés à des abus, qui","ont été licenciés",", qui se sont retrouvés dans les pires difficultés. Je pense, et j'' en terminerai par là, que notre société a bâti au fil"
"467","PA642868,2017-12-07,Christophe, Paul","se combiner ou non au congé de proche aidant. Il possède son intérêt propre : aujourd''hui, le congé de proche aidant n","'' est ni rémunéré ni indemnisé",", ce que l'' on peut regretter ; de fait, beaucoup de personnes ne peuvent se permettre de le prendre. Je crois qu'' il nous"
"468","PA719914,2020-02-04,Darrieussecq, Geneviève","maladie, les conjoints des bénéficiaires de cette couverture maladie pourront également la conserver, dès lors qu''","ils sont inscrits","auprès d'' une caisse d'' assurance maladie française pour la prise en charge de leurs frais de santé induits par des soins"
"469","PA729332,2018-11-09,Denormandie, Julien","que l'' on appelle "" en gestion "" – permettant d'' agir dès à présent – du plan annoncé par le Président de la République","a été arrêté",". Il s'' agit donc d'' une réalité. C '' est maintenant que cela se passe, conformément aux engagements du Président de la"
"470","PA718802,2018-06-13,Perea, Alain","aides sociales pour un État qui protège efficacement : la logique d'' un État qui distille des aides sans accompagner les","bénéficiaires est dépassée",". La question n'' est pas de savoir s'' il faut plus ou moins d'' aides, mais de savoir comment mieux aider. En second lieu,"
"471","PA719930,2017-11-21,Vallaud, Boris","au sein du comité social et économique. Dans cet amendement, la différence entre élu et délégué syndical semble","avoir été oubliée",". Le premier représente les salariés quand le second représente les syndicats, et les intérêts qu'' ils défendent ne se"
"472","PA330684,2018-04-05,Boyer, Valérie","êtes assez largement d'' accord avec la proposition formulée – nous le savons bien. Ils n'' ont pas le droit de le dire ! C","'' est interdit","dans leur règlement intérieur ! Contrairement à vous, nous n'' avons pas peur du débat. C '' est la raison pour laquelle,"
"473","PA345619,2018-09-12,Philippe, Édouard",", vous avez, madame la députée, fait une description quasi crépusculaire du débat politique en France , comme s''","il était interdit",", comme s'' il n'' était plus vif, comme s'' il n'' était plus structuré autour d'' oppositions intellectuelles et politiques"
"474","PA722244,2018-10-31,Magne, Marie-Ange","de la réforme de l'' audiovisuel public, une démarche de rationalisation des ressources publiques allouées au secteur","a été engagée","l'' année dernière, qui se poursuit cette année. Ainsi, la dotation nette totale versée aux sociétés de l'' audiovisuel"
"475","PA605991,2019-03-12,Genevard, Annie","ne précise pas de quelle expérimentation il s'' agirait. Quel est l'' avis du Gouvernement ? Même avis. Plusieurs","orateurs sont inscrits","sur l'' article. La parole est à Mme Isabelle Valentin . Madame la ministre , la fracture territoriale s'' accentue."
"476","PA720846,2019-03-29,Lachaud, Bastien","ses principaux bailleurs de fonds ne pose -t - il pas un problème de crédibilité ou d'' indépendance ? Ces questions n'' ont","jamais été traitées","au grand jour. J'' ose espérer que, dans les bureaux du ministère des affaires étrangères, de l'' état-major et de l''"
"477","PA718838,2019-06-06,Brun, Fabrice","soutien à cette demande, dans cet hémicycle et au-delà, auprès de vos collègues, notamment au ministère du travail ?","Cela serait apprécié","non seulement par Mme Sage mais également par l'' ensemble de la représentation nationale. La parole est à Mme Maina Sage"
"478","PA719570,2018-06-15,Fabre, Catherine",", seront davantage responsabilisées pour ce qui concerne les besoins et le contenu des diplômes, et c'' est très bien.","Elles seront accompagnées","pour cela par les opérateurs de compétences et seront incitées à se restructurer. Je pense donc, contrairement à vous,"
"479","PA721872,2019-12-10,Poirson, Brune","ACV constitue un socle technique et s'' est développée depuis les lois issues du Grenelle de l'' environnement . Elle","a été reprise","par la Commission européenne dans le cadre des travaux sur l'' empreinte environnementale des produits. Cette"
"480","PA606098,2018-07-10,Marleix, Olivier","national . Ces chiffres seront évidemment communiqués le jour où, comme je l'' espère, madame la présidente, ce rapport","pourra être inscrit","à l'' ordre du jour de la commission des lois. On aura donc, monsieur le Premier ministre , après votre réforme, une"
"481","PA337483,2019-06-06,Letchimy, Serge","de rechercher des solutions pour qu'' on cesse d'' humilier les Martiniquais , les Guadeloupéens et les Réunionnais","qui sont contrôlés","comme s'' ils étaient des étrangers, lorsqu'' ils arrivent en métropole. Nous avons aussi pris l'' initiative de nous"
"482","PA721530,2019-06-06,Luquet, Aude",", je ne retire pas les amendements. Pour autant, je ferai part à Max Mathiasin et Justine Bénin de l'' engagement qui","a été pris",". Je retiens la nécessité de sortir d'' une vision exclusivement hexagonale et d'' assurer une équité entre les"
"483","PA332747,2018-04-19,de Rugy, François","5 relève d'' une absence de défense de l'' Assemblée nationale de votre part. La séance est suspendue pour cinq minutes. La","séance est reprise . Je suis saisi","de plusieurs amendements portant articles additionnels après l'' article 5. La parole est à M. Pierre-Henri Dumont ,"
"484","PA721262,2019-04-11,Vuilletet, Guillaume","protéger l'' environnement. La Polynésie est absolument exemplaire dans la gestion des aires marines protégées – cela","a été rappelé","par notre collègue polynésienne de manière très convaincante. Quant aux terres rares et au cobalt qui reposent dans"
"485","PA729332,2018-02-20,Denormandie, Julien","des obligations. Le gendarme des télécoms, l'' ARCEP , sera là pour veiller à ce que tous les engagements pris par les","opérateurs soient bien respectés",". Très bien ! Nous en venons maintenant aux questions. Nous commençons par les deux questions du groupe La République en"
"486","PA610775,2017-12-18,Gomès, Philippe","adaptée à des recouvrements dont la majeure partie s'' effectue auprès d'' assurances privées. Toutefois, si cet","usage était appelé","à se généraliser, il convient de tout faire pour éviter l'' avènement d'' un système médical à deux vitesses, susceptible"
"487","PA266797,2017-07-28,Gosselin, Philippe","la préfecture, selon la règle du service fait. Ce n'' est qu'' à ce moment, en accord avec les services préfectoraux, que la","subvention est virée",". Il faut aller jusqu'' au bout ! Il y a là un fantasme, une méconnaissance incroyable ! La parole est à M. Jean-Louis"
"488","PA1874,2019-07-03,Le Fur, Marc","par des individus se réclamant de diverses associations, comme Direct Action Everywhere ou L214 , dans la mesure où","ils sont accompagnés","d'' intrusions dans les propriétés, ne puissent plus, à l'' avenir, être diffusés par les géants du numérique. Dès lors"
